FromBIC,ToBIC,TimeTakenInMinutes
BAFUCH22XXX,HSBCGB2LXXX,224
SBININBBFXD,BAFUCH22XXX,129
BAFUCH22XXX,SBININBBFXD,129
ANZBAU3MXXX,BAFUCH22XXX,233
BAFUCH22XXX,ANZBAU3MXXX,233
BOTKJPJTXXX,BAFUCH22XXX,91
BAFUCH22XXX,BOTKJPJTXXX,91
BARCGB22XXX,BAFUCH22XXX,93
BAFUCH22XXX,BARCGB22XXX,93
SMBCJPJTXXX,BAFUCH22XXX,104
BAFUCH22XXX,SMBCJPJTXXX,104
CUSCAU2SXXX,BAFUCH22XXX,125
BAFUCH22XXX,CUSCAU2SXXX,125
ICICINBBCTS,BAFUCH22XXX,226
BAFUCH22XXX,ICICINBBCTS,226
WFBIUS6SXXX,BAFUCH22XXX,173
BAFUCH22XXX,WFBIUS6SXXX,173
ABOCCNBJXXX,BAFUCH22XXX,126
BAFUCH22XXX,ABOCCNBJXXX,126
BKCHCNBJXXX,BAFUCH22XXX,171
BAFUCH22XXX,BKCHCNBJXXX,171
HYVEDEMMXXX,BAFUCH22XXX,153
BAFUCH22XXX,HYVEDEMMXXX,153
HELADEF1RRS,BAFUCH22XXX,128
BAFUCH22XXX,HELADEF1RRS,128
BOFAUS3NXXX,BAFUCH22XXX,150
BAFUCH22XXX,BOFAUS3NXXX,150
UTIBINBBXXX,BAFUCH22XXX,185
BAFUCH22XXX,UTIBINBBXXX,185
CITIUS33XXX,BAFUCH22XXX,63
BAFUCH22XXX,CITIUS33XXX,63
CHASUS33XXX,BAFUCH22XXX,177
BAFUCH22XXX,CHASUS33XXX,177
HDFCINBBXXX,BAFUCH22XXX,172
BAFUCH22XXX,HDFCINBBXXX,172
CCBCCNBJXXX,BAFUCH22XXX,185
BAFUCH22XXX,CCBCCNBJXXX,185
RABONL2UXXX,BAFUCH22XXX,154
BAFUCH22XXX,RABONL2UXXX,154
RBOSGB2LXXX,BAFUCH22XXX,222
BAFUCH22XXX,RBOSGB2LXXX,222
SOGEFRPPXXX,BAFUCH22XXX,103
BAFUCH22XXX,SOGEFRPPXXX,103
MIDLGB22XXX,BAFUCH22XXX,182
BAFUCH22XXX,MIDLGB22XXX,182
COBADEFFXXX,BAFUCH22XXX,191
BAFUCH22XXX,COBADEFFXXX,191
WPACAU2SXXX,BAFUCH22XXX,144
BAFUCH22XXX,WPACAU2SXXX,144
INGBNL2AXXX,BAFUCH22XXX,202
BAFUCH22XXX,INGBNL2AXXX,202
PCBCCNBJXXX,BAFUCH22XXX,91
BAFUCH22XXX,PCBCCNBJXXX,91
ADDBINBBXXX,UTIBINBBXXX,49
UTIBINBBXXX,ADDBINBBXXX,49
SBININBBFXD,UTIBINBBXXX,50
UTIBINBBXXX,SBININBBFXD,50
KKBKINBBXXX,UTIBINBBXXX,87
UTIBINBBXXX,KKBKINBBXXX,87
INDBINBBBBI,UTIBINBBXXX,32
UTIBINBBXXX,INDBINBBBBI,32
ICICINBBCTS,UTIBINBBXXX,39
UTIBINBBXXX,ICICINBBCTS,39
CORPINBBXXX,UTIBINBBXXX,12
UTIBINBBXXX,CORPINBBXXX,12
UTIBINBBTCP,UTIBINBBXXX,26
UTIBINBBXXX,UTIBINBBTCP,26
HDFCINBBXXX,UTIBINBBXXX,60
UTIBINBBXXX,HDFCINBBXXX,60
IDIBINBBTSY,UTIBINBBXXX,35
UTIBINBBXXX,IDIBINBBTSY,35
BNPAFRPPXXX,UTIBINBBXXX,129
UTIBINBBXXX,BNPAFRPPXXX,129
KNABNL2HXXX,UTIBINBBXXX,200
UTIBINBBXXX,KNABNL2HXXX,200
MHCBJPJTXXX,UTIBINBBXXX,83
UTIBINBBXXX,MHCBJPJTXXX,83
ABNANL2AXXX,UTIBINBBXXX,62
UTIBINBBXXX,ABNANL2AXXX,62
DEUTDEBBXXX,UTIBINBBXXX,86
UTIBINBBXXX,DEUTDEBBXXX,86
MMTOJPJTXXX,UTIBINBBXXX,194
UTIBINBBXXX,MMTOJPJTXXX,194
NATAAU3302S,UTIBINBBXXX,156
UTIBINBBXXX,NATAAU3302S,156
BLKBCH22XXX,UTIBINBBXXX,154
UTIBINBBXXX,BLKBCH22XXX,154
CRESCHZZXXX,UTIBINBBXXX,104
UTIBINBBXXX,CRESCHZZXXX,104
CRLYFRPPXXX,UTIBINBBXXX,100
UTIBINBBXXX,CRLYFRPPXXX,100
AGRIFRPPXXX,UTIBINBBXXX,158
UTIBINBBXXX,AGRIFRPPXXX,158
HSBCGB2LXXX,UTIBINBBXXX,222
UTIBINBBXXX,HSBCGB2LXXX,222
ANZBAU3MXXX,UTIBINBBXXX,212
UTIBINBBXXX,ANZBAU3MXXX,212
BOTKJPJTXXX,UTIBINBBXXX,102
UTIBINBBXXX,BOTKJPJTXXX,102
BARCGB22XXX,UTIBINBBXXX,135
UTIBINBBXXX,BARCGB22XXX,135
SMBCJPJTXXX,UTIBINBBXXX,193
UTIBINBBXXX,SMBCJPJTXXX,193
CUSCAU2SXXX,UTIBINBBXXX,146
UTIBINBBXXX,CUSCAU2SXXX,146
WFBIUS6SXXX,UTIBINBBXXX,76
UTIBINBBXXX,WFBIUS6SXXX,76
ABOCCNBJXXX,UTIBINBBXXX,143
UTIBINBBXXX,ABOCCNBJXXX,143
BKCHCNBJXXX,UTIBINBBXXX,230
UTIBINBBXXX,BKCHCNBJXXX,230
HYVEDEMMXXX,UTIBINBBXXX,219
UTIBINBBXXX,HYVEDEMMXXX,219
HELADEF1RRS,UTIBINBBXXX,175
UTIBINBBXXX,HELADEF1RRS,175
BOFAUS3NXXX,UTIBINBBXXX,108
UTIBINBBXXX,BOFAUS3NXXX,108
BAFUCH22XXX,UTIBINBBXXX,98
UTIBINBBXXX,BAFUCH22XXX,98
CITIUS33XXX,UTIBINBBXXX,110
UTIBINBBXXX,CITIUS33XXX,110
CHASUS33XXX,UTIBINBBXXX,141
UTIBINBBXXX,CHASUS33XXX,141
UBSWCHZH80A,UTIBINBBXXX,142
UTIBINBBXXX,UBSWCHZH80A,142
CCBCCNBJXXX,UTIBINBBXXX,114
UTIBINBBXXX,CCBCCNBJXXX,114
RABONL2UXXX,UTIBINBBXXX,166
UTIBINBBXXX,RABONL2UXXX,166
RBOSGB2LXXX,UTIBINBBXXX,218
UTIBINBBXXX,RBOSGB2LXXX,218
SOGEFRPPXXX,UTIBINBBXXX,153
UTIBINBBXXX,SOGEFRPPXXX,153
MIDLGB22XXX,UTIBINBBXXX,235
UTIBINBBXXX,MIDLGB22XXX,235
COBADEFFXXX,UTIBINBBXXX,178
UTIBINBBXXX,COBADEFFXXX,178
WPACAU2SXXX,UTIBINBBXXX,176
UTIBINBBXXX,WPACAU2SXXX,176
INGBNL2AXXX,UTIBINBBXXX,238
UTIBINBBXXX,INGBNL2AXXX,238
PCBCCNBJXXX,UTIBINBBXXX,204
UTIBINBBXXX,PCBCCNBJXXX,204
IRVTUS3NXXX,CITIUS33XXX,57
CITIUS33XXX,IRVTUS3NXXX,57
NFBKUS33XXX,CITIUS33XXX,72
CITIUS33XXX,NFBKUS33XXX,72
WFBIUS6SXXX,CITIUS33XXX,49
CITIUS33XXX,WFBIUS6SXXX,49
CIBCUS33XXX,CITIUS33XXX,87
CITIUS33XXX,CIBCUS33XXX,87
GFSIUS4PXXX,CITIUS33XXX,99
CITIUS33XXX,GFSIUS4PXXX,99
BOFAUS3NXXX,CITIUS33XXX,114
CITIUS33XXX,BOFAUS3NXXX,114
CHASUS33XXX,CITIUS33XXX,74
CITIUS33XXX,CHASUS33XXX,74
USBKUS44XXX,CITIUS33XXX,80
CITIUS33XXX,USBKUS44XXX,80
BNPAFRPPXXX,CITIUS33XXX,78
CITIUS33XXX,BNPAFRPPXXX,78
KNABNL2HXXX,CITIUS33XXX,232
CITIUS33XXX,KNABNL2HXXX,232
MHCBJPJTXXX,CITIUS33XXX,118
CITIUS33XXX,MHCBJPJTXXX,118
ABNANL2AXXX,CITIUS33XXX,164
CITIUS33XXX,ABNANL2AXXX,164
DEUTDEBBXXX,CITIUS33XXX,67
CITIUS33XXX,DEUTDEBBXXX,67
MMTOJPJTXXX,CITIUS33XXX,202
CITIUS33XXX,MMTOJPJTXXX,202
NATAAU3302S,CITIUS33XXX,153
CITIUS33XXX,NATAAU3302S,153
BLKBCH22XXX,CITIUS33XXX,227
CITIUS33XXX,BLKBCH22XXX,227
CRESCHZZXXX,CITIUS33XXX,137
CITIUS33XXX,CRESCHZZXXX,137
CRLYFRPPXXX,CITIUS33XXX,201
CITIUS33XXX,CRLYFRPPXXX,201
AGRIFRPPXXX,CITIUS33XXX,85
CITIUS33XXX,AGRIFRPPXXX,85
HSBCGB2LXXX,CITIUS33XXX,187
CITIUS33XXX,HSBCGB2LXXX,187
SBININBBFXD,CITIUS33XXX,102
CITIUS33XXX,SBININBBFXD,102
ANZBAU3MXXX,CITIUS33XXX,168
CITIUS33XXX,ANZBAU3MXXX,168
BOTKJPJTXXX,CITIUS33XXX,61
CITIUS33XXX,BOTKJPJTXXX,61
BARCGB22XXX,CITIUS33XXX,208
CITIUS33XXX,BARCGB22XXX,208
SMBCJPJTXXX,CITIUS33XXX,145
CITIUS33XXX,SMBCJPJTXXX,145
CUSCAU2SXXX,CITIUS33XXX,154
CITIUS33XXX,CUSCAU2SXXX,154
ICICINBBCTS,CITIUS33XXX,203
CITIUS33XXX,ICICINBBCTS,203
ABOCCNBJXXX,CITIUS33XXX,82
CITIUS33XXX,ABOCCNBJXXX,82
BKCHCNBJXXX,CITIUS33XXX,90
CITIUS33XXX,BKCHCNBJXXX,90
HYVEDEMMXXX,CITIUS33XXX,200
CITIUS33XXX,HYVEDEMMXXX,200
HELADEF1RRS,CITIUS33XXX,227
CITIUS33XXX,HELADEF1RRS,227
BAFUCH22XXX,CITIUS33XXX,160
CITIUS33XXX,BAFUCH22XXX,160
UTIBINBBXXX,CITIUS33XXX,112
CITIUS33XXX,UTIBINBBXXX,112
HDFCINBBXXX,CITIUS33XXX,104
CITIUS33XXX,HDFCINBBXXX,104
UBSWCHZH80A,CITIUS33XXX,95
CITIUS33XXX,UBSWCHZH80A,95
CCBCCNBJXXX,CITIUS33XXX,65
CITIUS33XXX,CCBCCNBJXXX,65
RABONL2UXXX,CITIUS33XXX,80
CITIUS33XXX,RABONL2UXXX,80
RBOSGB2LXXX,CITIUS33XXX,191
CITIUS33XXX,RBOSGB2LXXX,191
SOGEFRPPXXX,CITIUS33XXX,171
CITIUS33XXX,SOGEFRPPXXX,171
MIDLGB22XXX,CITIUS33XXX,98
CITIUS33XXX,MIDLGB22XXX,98
COBADEFFXXX,CITIUS33XXX,182
CITIUS33XXX,COBADEFFXXX,182
WPACAU2SXXX,CITIUS33XXX,230
CITIUS33XXX,WPACAU2SXXX,230
INGBNL2AXXX,CITIUS33XXX,202
CITIUS33XXX,INGBNL2AXXX,202
PCBCCNBJXXX,CITIUS33XXX,190
CITIUS33XXX,PCBCCNBJXXX,190
IRVTUS3NXXX,CHASUS33XXX,97
CHASUS33XXX,IRVTUS3NXXX,97
NFBKUS33XXX,CHASUS33XXX,47
CHASUS33XXX,NFBKUS33XXX,47
WFBIUS6SXXX,CHASUS33XXX,88
CHASUS33XXX,WFBIUS6SXXX,88
CIBCUS33XXX,CHASUS33XXX,28
CHASUS33XXX,CIBCUS33XXX,28
GFSIUS4PXXX,CHASUS33XXX,20
CHASUS33XXX,GFSIUS4PXXX,20
BOFAUS3NXXX,CHASUS33XXX,104
CHASUS33XXX,BOFAUS3NXXX,104
CITIUS33XXX,CHASUS33XXX,113
CHASUS33XXX,CITIUS33XXX,113
USBKUS44XXX,CHASUS33XXX,49
CHASUS33XXX,USBKUS44XXX,49
BNPAFRPPXXX,CHASUS33XXX,129
CHASUS33XXX,BNPAFRPPXXX,129
KNABNL2HXXX,CHASUS33XXX,216
CHASUS33XXX,KNABNL2HXXX,216
MHCBJPJTXXX,CHASUS33XXX,85
CHASUS33XXX,MHCBJPJTXXX,85
ABNANL2AXXX,CHASUS33XXX,214
CHASUS33XXX,ABNANL2AXXX,214
DEUTDEBBXXX,CHASUS33XXX,130
CHASUS33XXX,DEUTDEBBXXX,130
MMTOJPJTXXX,CHASUS33XXX,228
CHASUS33XXX,MMTOJPJTXXX,228
NATAAU3302S,CHASUS33XXX,237
CHASUS33XXX,NATAAU3302S,237
BLKBCH22XXX,CHASUS33XXX,160
CHASUS33XXX,BLKBCH22XXX,160
CRESCHZZXXX,CHASUS33XXX,188
CHASUS33XXX,CRESCHZZXXX,188
CRLYFRPPXXX,CHASUS33XXX,224
CHASUS33XXX,CRLYFRPPXXX,224
AGRIFRPPXXX,CHASUS33XXX,80
CHASUS33XXX,AGRIFRPPXXX,80
HSBCGB2LXXX,CHASUS33XXX,60
CHASUS33XXX,HSBCGB2LXXX,60
SBININBBFXD,CHASUS33XXX,88
CHASUS33XXX,SBININBBFXD,88
ANZBAU3MXXX,CHASUS33XXX,115
CHASUS33XXX,ANZBAU3MXXX,115
BOTKJPJTXXX,CHASUS33XXX,65
CHASUS33XXX,BOTKJPJTXXX,65
BARCGB22XXX,CHASUS33XXX,108
CHASUS33XXX,BARCGB22XXX,108
SMBCJPJTXXX,CHASUS33XXX,66
CHASUS33XXX,SMBCJPJTXXX,66
CUSCAU2SXXX,CHASUS33XXX,177
CHASUS33XXX,CUSCAU2SXXX,177
ICICINBBCTS,CHASUS33XXX,146
CHASUS33XXX,ICICINBBCTS,146
ABOCCNBJXXX,CHASUS33XXX,189
CHASUS33XXX,ABOCCNBJXXX,189
BKCHCNBJXXX,CHASUS33XXX,166
CHASUS33XXX,BKCHCNBJXXX,166
HYVEDEMMXXX,CHASUS33XXX,108
CHASUS33XXX,HYVEDEMMXXX,108
HELADEF1RRS,CHASUS33XXX,138
CHASUS33XXX,HELADEF1RRS,138
BAFUCH22XXX,CHASUS33XXX,116
CHASUS33XXX,BAFUCH22XXX,116
UTIBINBBXXX,CHASUS33XXX,163
CHASUS33XXX,UTIBINBBXXX,163
HDFCINBBXXX,CHASUS33XXX,74
CHASUS33XXX,HDFCINBBXXX,74
UBSWCHZH80A,CHASUS33XXX,144
CHASUS33XXX,UBSWCHZH80A,144
CCBCCNBJXXX,CHASUS33XXX,180
CHASUS33XXX,CCBCCNBJXXX,180
RABONL2UXXX,CHASUS33XXX,216
CHASUS33XXX,RABONL2UXXX,216
RBOSGB2LXXX,CHASUS33XXX,119
CHASUS33XXX,RBOSGB2LXXX,119
SOGEFRPPXXX,CHASUS33XXX,238
CHASUS33XXX,SOGEFRPPXXX,238
MIDLGB22XXX,CHASUS33XXX,104
CHASUS33XXX,MIDLGB22XXX,104
COBADEFFXXX,CHASUS33XXX,95
CHASUS33XXX,COBADEFFXXX,95
WPACAU2SXXX,CHASUS33XXX,83
CHASUS33XXX,WPACAU2SXXX,83
INGBNL2AXXX,CHASUS33XXX,78
CHASUS33XXX,INGBNL2AXXX,78
PCBCCNBJXXX,CHASUS33XXX,165
CHASUS33XXX,PCBCCNBJXXX,165
ADDBINBBXXX,HDFCINBBXXX,17
HDFCINBBXXX,ADDBINBBXXX,17
SBININBBFXD,HDFCINBBXXX,19
HDFCINBBXXX,SBININBBFXD,19
KKBKINBBXXX,HDFCINBBXXX,27
HDFCINBBXXX,KKBKINBBXXX,27
INDBINBBBBI,HDFCINBBXXX,103
HDFCINBBXXX,INDBINBBBBI,103
ICICINBBCTS,HDFCINBBXXX,129
HDFCINBBXXX,ICICINBBCTS,129
CORPINBBXXX,HDFCINBBXXX,41
HDFCINBBXXX,CORPINBBXXX,41
UTIBINBBTCP,HDFCINBBXXX,103
HDFCINBBXXX,UTIBINBBTCP,103
UTIBINBBXXX,HDFCINBBXXX,27
HDFCINBBXXX,UTIBINBBXXX,27
IDIBINBBTSY,HDFCINBBXXX,78
HDFCINBBXXX,IDIBINBBTSY,78
BNPAFRPPXXX,HDFCINBBXXX,204
HDFCINBBXXX,BNPAFRPPXXX,204
KNABNL2HXXX,HDFCINBBXXX,134
HDFCINBBXXX,KNABNL2HXXX,134
MHCBJPJTXXX,HDFCINBBXXX,168
HDFCINBBXXX,MHCBJPJTXXX,168
ABNANL2AXXX,HDFCINBBXXX,141
HDFCINBBXXX,ABNANL2AXXX,141
DEUTDEBBXXX,HDFCINBBXXX,221
HDFCINBBXXX,DEUTDEBBXXX,221
MMTOJPJTXXX,HDFCINBBXXX,116
HDFCINBBXXX,MMTOJPJTXXX,116
NATAAU3302S,HDFCINBBXXX,66
HDFCINBBXXX,NATAAU3302S,66
BLKBCH22XXX,HDFCINBBXXX,88
HDFCINBBXXX,BLKBCH22XXX,88
CRESCHZZXXX,HDFCINBBXXX,195
HDFCINBBXXX,CRESCHZZXXX,195
CRLYFRPPXXX,HDFCINBBXXX,123
HDFCINBBXXX,CRLYFRPPXXX,123
AGRIFRPPXXX,HDFCINBBXXX,192
HDFCINBBXXX,AGRIFRPPXXX,192
HSBCGB2LXXX,HDFCINBBXXX,209
HDFCINBBXXX,HSBCGB2LXXX,209
ANZBAU3MXXX,HDFCINBBXXX,208
HDFCINBBXXX,ANZBAU3MXXX,208
BOTKJPJTXXX,HDFCINBBXXX,131
HDFCINBBXXX,BOTKJPJTXXX,131
BARCGB22XXX,HDFCINBBXXX,185
HDFCINBBXXX,BARCGB22XXX,185
SMBCJPJTXXX,HDFCINBBXXX,86
HDFCINBBXXX,SMBCJPJTXXX,86
CUSCAU2SXXX,HDFCINBBXXX,128
HDFCINBBXXX,CUSCAU2SXXX,128
WFBIUS6SXXX,HDFCINBBXXX,229
HDFCINBBXXX,WFBIUS6SXXX,229
ABOCCNBJXXX,HDFCINBBXXX,121
HDFCINBBXXX,ABOCCNBJXXX,121
BKCHCNBJXXX,HDFCINBBXXX,151
HDFCINBBXXX,BKCHCNBJXXX,151
HYVEDEMMXXX,HDFCINBBXXX,67
HDFCINBBXXX,HYVEDEMMXXX,67
HELADEF1RRS,HDFCINBBXXX,227
HDFCINBBXXX,HELADEF1RRS,227
BOFAUS3NXXX,HDFCINBBXXX,162
HDFCINBBXXX,BOFAUS3NXXX,162
BAFUCH22XXX,HDFCINBBXXX,82
HDFCINBBXXX,BAFUCH22XXX,82
CITIUS33XXX,HDFCINBBXXX,72
HDFCINBBXXX,CITIUS33XXX,72
CHASUS33XXX,HDFCINBBXXX,121
HDFCINBBXXX,CHASUS33XXX,121
UBSWCHZH80A,HDFCINBBXXX,80
HDFCINBBXXX,UBSWCHZH80A,80
CCBCCNBJXXX,HDFCINBBXXX,118
HDFCINBBXXX,CCBCCNBJXXX,118
RABONL2UXXX,HDFCINBBXXX,79
HDFCINBBXXX,RABONL2UXXX,79
RBOSGB2LXXX,HDFCINBBXXX,106
HDFCINBBXXX,RBOSGB2LXXX,106
SOGEFRPPXXX,HDFCINBBXXX,220
HDFCINBBXXX,SOGEFRPPXXX,220
MIDLGB22XXX,HDFCINBBXXX,224
HDFCINBBXXX,MIDLGB22XXX,224
COBADEFFXXX,HDFCINBBXXX,180
HDFCINBBXXX,COBADEFFXXX,180
WPACAU2SXXX,HDFCINBBXXX,148
HDFCINBBXXX,WPACAU2SXXX,148
INGBNL2AXXX,HDFCINBBXXX,124
HDFCINBBXXX,INGBNL2AXXX,124
PCBCCNBJXXX,HDFCINBBXXX,161
HDFCINBBXXX,PCBCCNBJXXX,161
RABOCHGGXXX,UBSWCHZH80A,106
UBSWCHZH80A,RABOCHGGXXX,106
BLKBCH22XXX,UBSWCHZH80A,57
UBSWCHZH80A,BLKBCH22XXX,57
CRESCHZZXXX,UBSWCHZH80A,96
UBSWCHZH80A,CRESCHZZXXX,96
BCVACH2LXXX,UBSWCHZH80A,76
UBSWCHZH80A,BCVACH2LXXX,76
BCVSCH2LXXX,UBSWCHZH80A,99
UBSWCHZH80A,BCVSCH2LXXX,99
BAFUCH22XXX,UBSWCHZH80A,64
UBSWCHZH80A,BAFUCH22XXX,64
ABBECHZZXXX,UBSWCHZH80A,55
UBSWCHZH80A,ABBECHZZXXX,55
BNPAFRPPXXX,UBSWCHZH80A,161
UBSWCHZH80A,BNPAFRPPXXX,161
KNABNL2HXXX,UBSWCHZH80A,212
UBSWCHZH80A,KNABNL2HXXX,212
MHCBJPJTXXX,UBSWCHZH80A,72
UBSWCHZH80A,MHCBJPJTXXX,72
ABNANL2AXXX,UBSWCHZH80A,187
UBSWCHZH80A,ABNANL2AXXX,187
DEUTDEBBXXX,UBSWCHZH80A,99
UBSWCHZH80A,DEUTDEBBXXX,99
MMTOJPJTXXX,UBSWCHZH80A,61
UBSWCHZH80A,MMTOJPJTXXX,61
NATAAU3302S,UBSWCHZH80A,67
UBSWCHZH80A,NATAAU3302S,67
CRLYFRPPXXX,UBSWCHZH80A,191
UBSWCHZH80A,CRLYFRPPXXX,191
AGRIFRPPXXX,UBSWCHZH80A,68
UBSWCHZH80A,AGRIFRPPXXX,68
HSBCGB2LXXX,UBSWCHZH80A,235
UBSWCHZH80A,HSBCGB2LXXX,235
SBININBBFXD,UBSWCHZH80A,113
UBSWCHZH80A,SBININBBFXD,113
ANZBAU3MXXX,UBSWCHZH80A,90
UBSWCHZH80A,ANZBAU3MXXX,90
BOTKJPJTXXX,UBSWCHZH80A,66
UBSWCHZH80A,BOTKJPJTXXX,66
BARCGB22XXX,UBSWCHZH80A,174
UBSWCHZH80A,BARCGB22XXX,174
SMBCJPJTXXX,UBSWCHZH80A,110
UBSWCHZH80A,SMBCJPJTXXX,110
CUSCAU2SXXX,UBSWCHZH80A,125
UBSWCHZH80A,CUSCAU2SXXX,125
ICICINBBCTS,UBSWCHZH80A,193
UBSWCHZH80A,ICICINBBCTS,193
WFBIUS6SXXX,UBSWCHZH80A,157
UBSWCHZH80A,WFBIUS6SXXX,157
ABOCCNBJXXX,UBSWCHZH80A,105
UBSWCHZH80A,ABOCCNBJXXX,105
BKCHCNBJXXX,UBSWCHZH80A,177
UBSWCHZH80A,BKCHCNBJXXX,177
HYVEDEMMXXX,UBSWCHZH80A,97
UBSWCHZH80A,HYVEDEMMXXX,97
HELADEF1RRS,UBSWCHZH80A,193
UBSWCHZH80A,HELADEF1RRS,193
BOFAUS3NXXX,UBSWCHZH80A,60
UBSWCHZH80A,BOFAUS3NXXX,60
UTIBINBBXXX,UBSWCHZH80A,198
UBSWCHZH80A,UTIBINBBXXX,198
CITIUS33XXX,UBSWCHZH80A,157
UBSWCHZH80A,CITIUS33XXX,157
CHASUS33XXX,UBSWCHZH80A,131
UBSWCHZH80A,CHASUS33XXX,131
HDFCINBBXXX,UBSWCHZH80A,147
UBSWCHZH80A,HDFCINBBXXX,147
CCBCCNBJXXX,UBSWCHZH80A,75
UBSWCHZH80A,CCBCCNBJXXX,75
RABONL2UXXX,UBSWCHZH80A,84
UBSWCHZH80A,RABONL2UXXX,84
RBOSGB2LXXX,UBSWCHZH80A,227
UBSWCHZH80A,RBOSGB2LXXX,227
SOGEFRPPXXX,UBSWCHZH80A,143
UBSWCHZH80A,SOGEFRPPXXX,143
MIDLGB22XXX,UBSWCHZH80A,185
UBSWCHZH80A,MIDLGB22XXX,185
COBADEFFXXX,UBSWCHZH80A,199
UBSWCHZH80A,COBADEFFXXX,199
WPACAU2SXXX,UBSWCHZH80A,155
UBSWCHZH80A,WPACAU2SXXX,155
INGBNL2AXXX,UBSWCHZH80A,131
UBSWCHZH80A,INGBNL2AXXX,131
PCBCCNBJXXX,UBSWCHZH80A,239
UBSWCHZH80A,PCBCCNBJXXX,239
CMBCCNBSXXX,CCBCCNBJXXX,74
CCBCCNBJXXX,CMBCCNBSXXX,74
INDCCNSHXXX,CCBCCNBJXXX,63
CCBCCNBJXXX,INDCCNSHXXX,63
UNIACNBJXXX,CCBCCNBJXXX,96
CCBCCNBJXXX,UNIACNBJXXX,96
CETCCNBJXXX,CCBCCNBJXXX,80
CCBCCNBJXXX,CETCCNBJXXX,80
PSBCCNBJXXX,CCBCCNBJXXX,59
CCBCCNBJXXX,PSBCCNBJXXX,59
ABOCCNBJXXX,CCBCCNBJXXX,11
CCBCCNBJXXX,ABOCCNBJXXX,11
BKCHCNBJXXX,CCBCCNBJXXX,100
CCBCCNBJXXX,BKCHCNBJXXX,100
BOCMCNBJXXX,CCBCCNBJXXX,63
CCBCCNBJXXX,BOCMCNBJXXX,63
PCBCCNBJXXX,CCBCCNBJXXX,88
CCBCCNBJXXX,PCBCCNBJXXX,88
BNPAFRPPXXX,CCBCCNBJXXX,65
CCBCCNBJXXX,BNPAFRPPXXX,65
KNABNL2HXXX,CCBCCNBJXXX,205
CCBCCNBJXXX,KNABNL2HXXX,205
MHCBJPJTXXX,CCBCCNBJXXX,130
CCBCCNBJXXX,MHCBJPJTXXX,130
ABNANL2AXXX,CCBCCNBJXXX,162
CCBCCNBJXXX,ABNANL2AXXX,162
DEUTDEBBXXX,CCBCCNBJXXX,70
CCBCCNBJXXX,DEUTDEBBXXX,70
MMTOJPJTXXX,CCBCCNBJXXX,66
CCBCCNBJXXX,MMTOJPJTXXX,66
NATAAU3302S,CCBCCNBJXXX,200
CCBCCNBJXXX,NATAAU3302S,200
BLKBCH22XXX,CCBCCNBJXXX,203
CCBCCNBJXXX,BLKBCH22XXX,203
CRESCHZZXXX,CCBCCNBJXXX,66
CCBCCNBJXXX,CRESCHZZXXX,66
CRLYFRPPXXX,CCBCCNBJXXX,157
CCBCCNBJXXX,CRLYFRPPXXX,157
AGRIFRPPXXX,CCBCCNBJXXX,119
CCBCCNBJXXX,AGRIFRPPXXX,119
HSBCGB2LXXX,CCBCCNBJXXX,137
CCBCCNBJXXX,HSBCGB2LXXX,137
SBININBBFXD,CCBCCNBJXXX,63
CCBCCNBJXXX,SBININBBFXD,63
ANZBAU3MXXX,CCBCCNBJXXX,134
CCBCCNBJXXX,ANZBAU3MXXX,134
BOTKJPJTXXX,CCBCCNBJXXX,161
CCBCCNBJXXX,BOTKJPJTXXX,161
BARCGB22XXX,CCBCCNBJXXX,231
CCBCCNBJXXX,BARCGB22XXX,231
SMBCJPJTXXX,CCBCCNBJXXX,218
CCBCCNBJXXX,SMBCJPJTXXX,218
CUSCAU2SXXX,CCBCCNBJXXX,106
CCBCCNBJXXX,CUSCAU2SXXX,106
ICICINBBCTS,CCBCCNBJXXX,189
CCBCCNBJXXX,ICICINBBCTS,189
WFBIUS6SXXX,CCBCCNBJXXX,132
CCBCCNBJXXX,WFBIUS6SXXX,132
HYVEDEMMXXX,CCBCCNBJXXX,177
CCBCCNBJXXX,HYVEDEMMXXX,177
HELADEF1RRS,CCBCCNBJXXX,187
CCBCCNBJXXX,HELADEF1RRS,187
BOFAUS3NXXX,CCBCCNBJXXX,228
CCBCCNBJXXX,BOFAUS3NXXX,228
BAFUCH22XXX,CCBCCNBJXXX,76
CCBCCNBJXXX,BAFUCH22XXX,76
UTIBINBBXXX,CCBCCNBJXXX,136
CCBCCNBJXXX,UTIBINBBXXX,136
CITIUS33XXX,CCBCCNBJXXX,152
CCBCCNBJXXX,CITIUS33XXX,152
CHASUS33XXX,CCBCCNBJXXX,150
CCBCCNBJXXX,CHASUS33XXX,150
HDFCINBBXXX,CCBCCNBJXXX,139
CCBCCNBJXXX,HDFCINBBXXX,139
UBSWCHZH80A,CCBCCNBJXXX,107
CCBCCNBJXXX,UBSWCHZH80A,107
RABONL2UXXX,CCBCCNBJXXX,230
CCBCCNBJXXX,RABONL2UXXX,230
RBOSGB2LXXX,CCBCCNBJXXX,75
CCBCCNBJXXX,RBOSGB2LXXX,75
SOGEFRPPXXX,CCBCCNBJXXX,112
CCBCCNBJXXX,SOGEFRPPXXX,112
MIDLGB22XXX,CCBCCNBJXXX,195
CCBCCNBJXXX,MIDLGB22XXX,195
COBADEFFXXX,CCBCCNBJXXX,145
